Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,4071.17,безналичный,Брест,МаксБанк-SNYG-962,18-11-2014,17:19:22,успешно,нет,0.0
юр. лицо,списание средств,3593.85,наличный,Брест,Приорбанк-HZUF-858,28-11-2004,03:20:00,недостаточно средств,да,213.7
юр. лицо,списание средств,4523.84,наличный,Минск,БелАгропромбанк-ORMZ-575,31-03-2013,11:07:01,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3536.47,наличный,Витебск,Беларусбанк-OVIT-390,20-01-2013,12:34:26,неправильный ввод пин-кода,да,296.21
физ. лицо,списание средств,4309.36,наличный,Витебск,Белинвестбанк-GMBV-331,09-11-2019,17:55:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3385.07,безналичный,Гродно,Беларусбанк-MWFQ-301,26-11-2005,22:39:36,успешно,нет,0.0
физ. лицо,получение средств,4706.41,безналичный,Минск,Беларусбанк-RWTZ-239,29-06-2000,05:25:50,успешно,нет,0.0
физ. лицо,списание средств,361.92,наличный,Брест,Приорбанк-LAYT-880,14-10-2008,06:59:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2328.2,безналичный,Брест,Белинвестбанк-FWPO-885,28-07-2024,12:04:23,успешно,нет,0.0
физ. лицо,получение средств,2916.43,безналичный,Минск,Беларусбанк-AIOB-500,13-05-2005,10:27:01,успешно,нет,0.0
физ. лицо,списание средств,3508.96,безналичный,Минск,Белинвестбанк-KIPF-890,07-09-2014,08:19:42,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3412.03,безналичный,Брест,Приорбанк-SXYR-553,05-01-2017,13:32:59,успешно,нет,0.0
физ. лицо,списание средств,1150.85,безналичный,Витебск,Приорбанк-CDED-145,12-12-2016,09:00:29,успешно,да,14.45
физ. лицо,получение средств,4727.35,наличный,Брест,МаксБанк-CNET-186,05-03-2000,09:50:31,успешно,нет,0.0
юр. лицо,списание средств,2787.36,наличный,Гомель,Приорбанк-BQXU-642,14-09-2017,17:37:18,неправильный ввод пин-кода,да,56.25
юр. лицо,получение средств,147.87,наличный,Могилев,Белинвестбанк-DCCW-076,25-10-2001,22:50:23,успешно,нет,0.0
физ. лицо,списание средств,364.76,безналичный,Витебск,Белинвестбанк-HFED-827,28-09-2009,19:57:07,успешно,нет,0.0
физ. лицо,получение средств,4441.91,наличный,Гомель,Беларусбанк-JJJU-017,24-08-2002,03:28:59,успешно,нет,0.0
юр. лицо,получение средств,285.33,наличный,Гомель,Беларусбанк-GMMA-439,19-06-2006,05:06:22,успешно,нет,0.0
юр. лицо,списание средств,3930.58,безналичный,Гомель,Приорбанк-KJHN-161,25-10-2014,04:44:56,успешно,да,384.18
физ. лицо,получение средств,3897.33,наличный,Гродно,Приорбанк-UWWZ-513,06-07-2024,18:24:46,успешно,нет,0.0
юр. лицо,списание средств,4030.44,наличный,Витебск,Приорбанк-QSHY-298,19-05-2024,15:06:00,недостаточно средств,нет,0.0
физ. лицо,получение средств,4336.9,наличный,Минск,Приорбанк-OGAQ-092,29-07-2011,23:37:15,успешно,нет,0.0
физ. лицо,получение средств,1294.73,наличный,Гомель,Беларусбанк-IJNS-993,11-01-2008,07:08:19,успешно,нет,0.0
физ. лицо,списание средств,660.38,наличный,Витебск,Приорбанк-LDVZ-919,08-12-2023,09:40:00,недостаточно средств,да,10.98
юр. лицо,списание средств,3333.83,наличный,Минск,Белинвестбанк-KZNR-614,03-01-2004,20:36:00,недостаточно средств,нет,0.0
юр. лицо,получение средств,1900.32,безналичный,Могилев,БелАгропромбанк-CVYC-273,21-08-2023,02:46:45,успешно,нет,0.0
юр. лицо,списание средств,3509.35,безналичный,Минск,БелАгропромбанк-OWUI-135,12-10-2004,16:49:44,успешно,нет,0.0
физ. лицо,списание средств,3081.64,безналичный,Брест,МаксБанк-MUTN-318,23-11-2014,18:03:55,успешно,нет,0.0
физ. лицо,списание средств,3739.25,безналичный,Гродно,МаксБанк-HHAE-383,22-12-2004,06:41:26,успешно,да,238.24
юр. лицо,списание средств,51.28,наличный,Гродно,БелАгропромбанк-TKYA-300,15-04-2000,23:36:56,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3611.49,наличный,Минск,Беларусбанк-YMXB-406,29-12-2006,06:52:43,недостаточно средств,да,217.85
юр. лицо,списание средств,2368.62,наличный,Витебск,Белинвестбанк-PVSO-992,07-08-2015,10:51:29,неправильный ввод пин-кода,да,84.32
физ. лицо,списание средств,3968.64,наличный,Брест,Беларусбанк-AGDG-495,06-10-2017,14:55:13,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2369.83,наличный,Витебск,МаксБанк-HVMX-256,27-08-2004,11:11:11,успешно,нет,0.0
юр. лицо,получение средств,2159.23,наличный,Витебск,МаксБанк-UMPF-473,20-05-2017,00:08:02,успешно,нет,0.0
физ. лицо,получение средств,2222.89,безналичный,Гомель,Белинвестбанк-EKVI-451,30-09-2018,22:23:26,успешно,нет,0.0
юр. лицо,списание средств,1056.44,безналичный,Гродно,МаксБанк-NZMB-656,09-08-2004,02:46:17,недостаточно средств,нет,0.0
физ. лицо,получение средств,3540.32,безналичный,Могилев,МаксБанк-ZSHO-794,09-06-2003,18:40:59,успешно,нет,0.0
юр. лицо,получение средств,1463.85,наличный,Минск,МаксБанк-ANLX-587,08-02-2011,08:39:57,успешно,нет,0.0
физ. лицо,получение средств,971.33,безналичный,Минск,Беларусбанк-CMTA-345,21-12-2016,06:55:09,успешно,нет,0.0
юр. лицо,получение средств,1899.04,наличный,Минск,БелАгропромбанк-XAOK-821,22-04-2009,16:02:06,успешно,нет,0.0
юр. лицо,списание средств,1615.91,безналичный,Витебск,БелАгропромбанк-APIL-512,09-11-2000,12:00:16,недостаточно средств,нет,0.0
физ. лицо,получение средств,4668.72,безналичный,Могилев,МаксБанк-XIZC-916,11-03-2024,07:39:11,успешно,нет,0.0
физ. лицо,получение средств,3440.13,безналичный,Гродно,Приорбанк-MKAE-314,19-07-2016,16:22:52,успешно,нет,0.0
